seed,n,p,objective,train_n,X,p_succ,angle_id,eval_index,trial,delta_gamma,delta_beta
2173970664,15,5,mean_p,16,0.35583593865043778,0.024730940578601576,mean_p|train_n=16|p=5,2,3,-1.6151803414250507,1.0142976539482436
1732944157,15,5,mean_p,16,0.57295396536541954,0.0025873492440548615,mean_p|train_n=16|p=5,3,5,-1.6151803414250507,1.0142976539482436
2969377203,15,5,mean_p,16,0.46873420684710509,0.0076463496984705056,mean_p|train_n=16|p=5,4,6,-1.6151803414250507,1.0142976539482436
3439503854,15,5,mean_p,16,0.39718884609896943,0.016088429461400728,mean_p|train_n=16|p=5,5,11,-1.6151803414250507,1.0142976539482436
2384609918,15,5,mean_p,16,0.42357835306361197,0.0122279358932827,mean_p|train_n=16|p=5,6,12,-1.6151803414250507,1.0142976539482436
697797893,15,5,mean_p,16,0.41238269696073271,0.013737464332026366,mean_p|train_n=16|p=5,7,14,-1.6151803414250507,1.0142976539482436
1817987089,15,5,mean_p,16,0.49364456839901755,0.0059016393438942744,mean_p|train_n=16|p=5,8,15,-1.6151803414250507,1.0142976539482436
1869633411,15,5,mean_p,16,0.52107860849114818,0.0044370633683522096,mean_p|train_n=16|p=5,9,19,-1.6151803414250507,1.0142976539482436
2661918620,15,10,mean_p,16,0.31463924368271107,0.037954410249568089,mean_p|train_n=16|p=10,0,0,-1.5490470126870117,1.0035407963998204
2272909853,15,10,mean_p,16,0.49822620717799343,0.005627098342438617,mean_p|train_n=16|p=10,1,2,-1.5490470126870117,1.0035407963998204
2173970664,15,10,mean_p,16,0.22182890234503938,0.09961911915682381,mean_p|train_n=16|p=10,2,3,-1.5490470126870117,1.0035407963998204
1732944157,15,10,mean_p,16,0.5563684544594818,0.0030742989624185538,mean_p|train_n=16|p=10,3,5,-1.5490470126870117,1.0035407963998204
2969377203,15,10,mean_p,16,0.36617397980059707,0.022210571152548306,mean_p|train_n=16|p=10,4,6,-1.5490470126870117,1.0035407963998204
3439503854,15,10,mean_p,16,0.30727598854281535,0.040974216469974914,mean_p|train_n=16|p=10,5,11,-1.5490470126870117,1.0035407963998204
