saddle_id,beta,gamma,certified,box_radius,residual,jacobian_cond,re_phi,im_phi,det_hessian_re_phi,nearest_action_gap,re_phi_plus_pref,re_phi_plus_pref_conv2,matches_lambda_abs,matches_lambda_local,matches_lambda_abs_full,matches_lambda_abs_conv2,controls_finite_n,is_bm24_seed_saddle,z_real,z_imag,krawczyk_contraction,proof
0,0.5433996420760803,0.001,True,1e-12,1.0658141036401503e-14,1.0037714111138867,-0.00042033807338836627,1.5089855036232028e-17,9.753341568242214e-66,0.1834313008737597,-22.06792585494827,-0.6900297130733883,True,True,True,False,True,True,"[5.339284901847092, -0.0014594175309075726, -5.7792003328982275, -0.004950476953916854, -0.0014594175309075726, 8.904033826703508e-06, -0.004950476953916854, -5.699761825791108e-06]","[2.211604219718967, -0.007328608646363925, 4.357704251433873e-28, -0.002903930281471183, 0.007328608646363925, -3.6881715708493844e-06, 0.002903930281471173, -9.097169987929566e-21]",1.1573605387037527e-05,"{""contraction_bound"": 1.1573605387037527e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847092, -0.0014594175309075726, -5.7792003328982275, -0.004950476953916854, -0.0014594175309075726, 8.904033826703508e-06, -0.004950476953916854, -5.699761825791108e-06], ""box_center_imag"": [2.211604219718967, -0.007328608646363925, 4.357704251433873e-28, -0.002903930281471183, 0.007328608646363925, -3.6881715708493844e-06, 0.002903930281471173, -9.097169987929566e-21], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
1,0.5433996420760803,0.001,True,1e-12,1.2560739669470201e-14,22.866267861513645,0.183010962800376,1.4946580185770988,5.189920398607104e-53,4.6629367034256575e-15,-21.884494554074504,-0.506598412199624,False,True,False,False,False,False,"[5.339284901847088, -0.0014594175309075744, -5.779200332898224, -0.004930135217661734, -0.0014594175309075707, -0.0031400612852743046, -2.853499528615162, -0.0006058613388534619]","[2.2116042197189714, -0.007328608646363932, -7.045968077842998e-16, -0.0029261124974745995, 0.00732860864636392, 0.004296781596159953, -3.6469509934430415, -0.004554667381095119]",7.7294197600447e-06,"{""contraction_bound"": 7.7294197600447e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847088, -0.0014594175309075744, -5.779200332898224, -0.004930135217661734, -0.0014594175309075707, -0.0031400612852743046, -2.853499528615162, -0.0006058613388534619], ""box_center_imag"": [2.2116042197189714, -0.007328608646363932, -7.045968077842998e-16, -0.0029261124974745995, 0.00732860864636392, 0.004296781596159953, -3.6469509934430415, -0.004554667381095119], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
2,0.5433996420760803,0.001,True,1e-12,4.805406418616647e-14,22.866267447156012,0.18301096280037132,-1.4946580185770941,-6.273363637107667e-53,4.6629367034256575e-15,-21.88449455407451,-0.5065984121996286,False,True,False,False,False,False,"[5.339284901847092, -0.0014594175309075674, -5.779200332898228, -2.853499528615159, -0.0014594175309075748, -0.005258642032081067, -0.004930135217661735, -0.0006058613388534534]","[2.211604219718967, -0.00732860864636393, -3.8391240054823325e-15, 3.646950993443043, 0.007328608646363925, -0.000817924775763442, 0.002926112497474618, 0.004554667381095121]",8.543898679333725e-06,"{""contraction_bound"": 8.543898679333725e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847092, -0.0014594175309075674, -5.779200332898228, -2.853499528615159, -0.0014594175309075748, -0.005258642032081067, -0.004930135217661735, -0.0006058613388534534], ""box_center_imag"": [2.211604219718967, -0.00732860864636393, -3.8391240054823325e-15, 3.646950993443043, 0.007328608646363925, -0.000817924775763442, 0.002926112497474618, 0.004554667381095121], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
