saddle_id,beta,gamma,certified,box_radius,residual,jacobian_cond,re_phi,im_phi,det_hessian_re_phi,nearest_action_gap,matches_lambda_abs,matches_lambda_local,is_bm24_seed_saddle,z_real,z_imag,krawczyk_contraction,proof
47,0.5433996420760803,0.7487887432117251,True,1e-06,1.5313030532097353e-14,84.20907885296242,-3.4927152574156497,-0.6600473053488554,-9.374652537443677e-51,0.015383140426207031,False,False,False,"[5.339284901847084, -0.8577474132459036, -5.779200332898224, 0.010641817971526185, -0.8577474132459023, 0.3960025301042027, -2.65850030447697, -0.30180478322202564]","[2.211604219718962, -2.277785385739264, 9.7948432426608e-16, -0.6265602363203001, 2.277785385739265, -0.05586811042609492, -1.06886755600886, -0.05033064566291709]",0.00015106989117797493,{}
48,0.5433996420760803,0.7487887432117251,True,1e-06,1.3304309103759192e-13,60.16608558466761,-2.1448946319868796,-5.6923415809914655,2.3808170374848663e-52,0.04638711247340499,False,False,False,"[5.339284901847086, -0.8577474132459044, -5.7792003328982275, -2.6172804580111744, -0.8577474132459035, -0.25136531358064923, 1.187073118853866, 0.12971947318568686]","[2.2116042197189665, -2.2777853857392687, 1.766672059195367e-15, 0.1151998804128717, 2.2777853857392696, 3.825773485959718, 0.2957250881595222, -0.9190210517571495]",0.00010499447003001178,{}
49,0.5433996420760803,0.7487887432117251,True,1e-06,1.9312775480230948e-14,61.43058629856155,-3.0242143942767488,-1.5804684357578138,1.867758542279731e-49,0.06195990160617404,False,False,False,"[5.33928490184709, -0.8577474132459029, -5.7792003328982275, -2.492503476199416, -0.8577474132459014, -0.13448907181989, -3.022696082388377, -1.1106059506929411e-06]","[2.211604219718962, -2.277785385739266, 3.223709466690612e-15, -1.0784029104485755, 2.277785385739268, -2.7408568903561132, -0.6758124633458842, -8.357348848949159e-07]",0.00011879577817032014,{}
50,0.5433996420760803,0.7487887432117251,True,1e-06,1.3168199866682374e-14,35.780388242563106,-1.7218969736515048,1.0118358680788435,4.4643079980434915e-49,0.1556264011426911,False,False,False,"[5.339284901847092, -0.8577474132459031, -5.779200332898224, -2.1101621120734553, -0.8577474132459004, -0.30499224061021185, -1.1071403885121844, 0.016703560045624507]","[2.2116042197189616, -2.2777853857392647, 4.341648901949537e-15, 0.5415974842661269, 2.2777853857392665, -0.4792242595242416, 0.9647597269479474, -0.0037189313569527677]",5.53500442461133e-05,{}
51,0.5433996420760803,0.7487887432117251,True,1e-06,7.460830893718047e-15,33.09809245620253,-2.1912817444602846,-0.45302823772142764,-3.454649680372506e-51,0.04638711247340499,False,False,False,"[5.3392849018470905, -0.8577474132459054, -5.779200332898228, -0.39347853858097465, -0.8577474132459018, 1.295191773629106, -2.070645904728687, 0.07077912069864847]","[2.2116042197189625, -2.2777853857392674, 1.9044415005716386e-15, 0.06022163267468727, 2.277785385739268, -2.578944345469747, -0.08841446954479236, 0.12519023608478855]",4.662234845639693e-05,{}
52,0.5433996420760803,0.7487887432117251,True,1e-06,1.482175597141837e-13,149.6706024172288,-4.511859281169411,-1.105394644467729,-2.1317259864806823e-46,0.09690945093530345,False,False,False,"[5.339284901847092, -0.8577474132459044, -5.7792003328982275, -2.6504358080992283, -0.857747413245899, -0.006565868135607269, -0.5076592054231861, -0.029456956959817565]","[2.211604219718962, -2.2777853857392625, 6.592707157289889e-15, 1.5219994772395657, 2.277785385739266, -0.06996949559373837, 0.4891711320086795, 0.2255989147140652]",0.0001343183858288249,{}
53,0.5433996420760803,0.7487887432117251,True,1e-06,1.0072090471247725e-14,30.188530119168178,-2.4174295055702797,-1.3742481563726678,7.605093726288743e-52,0.017530276508710863,False,False,False,"[5.339284901847086, -0.8577474132459026, -5.779200332898233, -0.42655592231352196, -0.8577474132459053, -0.34089068802730654, -1.7680113236073018, 0.26548013053480973]","[2.2116042197189665, -2.277785385739272, -3.56188642947363e-15, 0.6549099981281478, 2.277785385739268, -0.5265758208778277, -1.8854140351642408, -0.5076708680278755]",6.192698300530986e-05,{}
54,0.5433996420760803,0.7487887432117251,True,1e-06,6.665094551702265e-13,57.04156432737648,0.6512520290220327,-0.5308708381072307,-5.588042697550493e-48,0.21332354121468833,False,False,False,"[5.339284901847083, -0.8577474132459031, -5.779200332898224, 0.17020956021943034, -0.8577474132459014, -0.0006399169975439086, -2.167623920378887, 0.7924266876007527]","[2.2116042197189576, -2.2777853857392647, 1.2975676723976196e-15, -3.6474177494749846, 2.2777853857392625, 0.018395070041238974, 0.2380417404126384, -0.2659432347475902]",0.0001280497932193453,{}
55,0.5433996420760803,0.7487887432117251,True,1e-06,2.8762491138557595e-14,63.30986224703523,-4.222166706182415,1.3777616997547246,-4.6741893842660116e-48,0.012588096433814755,False,False,False,"[5.339284901847092, -0.8577474132459043, -5.7792003328982275, 0.7124201192096559, -0.8577474132459029, -0.8883701255764926, -1.681427036819162, -0.36770438049987525]","[2.211604219718967, -2.2777853857392687, 2.0262872566756732e-15, 0.7009007585698136, 2.27778538573927, 0.4128366969130371, -1.35694665673512, -1.0125529456927982]",0.00015169152397611875,{}
56,0.5433996420760803,0.7487887432117251,True,1e-06,7.92737582751545e-15,34.05520519142401,-0.5195553600765519,-0.8860935372890282,-1.3073584256919924e-53,0.061861853607322326,False,False,False,"[5.339284901847094, -0.8577474132459024, -5.779200332898233, 0.2864320443638744, -0.857747413245904, 0.5402480873717634, -1.934264033312444, 0.08948076132183316]","[2.211604219718966, -2.277785385739267, 1.2949488222449478e-16, -0.6879459706991222, 2.2777853857392687, -1.5077875153835572, 0.7431808009486233, 0.16416605922367195]",5.5673205758746555e-05,{}
