saddle_id,beta,gamma,certified,box_radius,residual,jacobian_cond,re_phi,im_phi,det_hessian_re_phi,nearest_action_gap,re_phi_plus_pref,re_phi_plus_pref_conv2,matches_lambda_abs_conv1,matches_lambda_abs,matches_lambda_local,matches_lambda_abs_full,matches_lambda_abs_conv2,controls_finite_n,is_bm24_seed_saddle,source,z_real,z_imag,krawczyk_contraction,proof
20,0.5433996420760803,0.7487887432117251,True,1e-12,1.3283100977613771e-12,35.17557109795881,-2.3998992290615493,4.807662456070091,1.714148913644195e-51,1.8207657603852567e-14,-27.52466261983039,-3.089508604061549,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.3392849018470905, -0.8577474132459048, -5.779200332898234, -0.5421278352019354, -0.8577474132459025, -0.009559160784521141, -1.9289063990802275, 0.04540701950925167]","[2.211604219718961, -2.2777853857392687, 3.5970377453112003e-16, -0.42054038464707855, 2.2777853857392705, 0.003624268676929665, -2.660217101262862, -0.2647173950226395]",6.160394686847238e-06,"{""contraction_bound"": 6.160394686847238e-06, ""inflate_iter"": 6, ""box_center_real"": [5.3392849018470905, -0.8577474132459048, -5.779200332898234, -0.5421278352019354, -0.8577474132459025, -0.009559160784521141, -1.9289063990802275, 0.04540701950925167], ""box_center_imag"": [2.211604219718961, -2.2777853857392687, 3.5970377453112003e-16, -0.42054038464707855, 2.2777853857392705, 0.003624268676929665, -2.660217101262862, -0.2647173950226395], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
21,0.5433996420760803,0.7487887432117251,True,1e-12,2.600103451354209e-14,206.51028134455822,-0.9717468416452901,-2.580483468849517,-8.317920902821446e-49,0.01660111152051391,-26.096510232414133,-1.6613562166452902,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847086, -0.8577474132459058, -5.779200332898223, -0.705487257275449, -0.8577474132459005, 0.8213636937926652, -0.03324694478936017, -2.22266572088837]","[2.2116042197189594, -2.2777853857392674, 3.3852042898950195e-15, 5.308150540298933, 2.2777853857392665, -0.3258015309115653, 0.026735696830248856, -2.858232467278872]",4.3312478507601535e-06,"{""contraction_bound"": 4.3312478507601535e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847086, -0.8577474132459058, -5.779200332898223, -0.705487257275449, -0.8577474132459005, 0.8213636937926652, -0.03324694478936017, -2.22266572088837], ""box_center_imag"": [2.2116042197189594, -2.2777853857392674, 3.3852042898950195e-15, 5.308150540298933, 2.2777853857392665, -0.3258015309115653, 0.026735696830248856, -2.858232467278872], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
22,0.5433996420760803,0.7487887432117251,True,1e-12,6.936895214610187e-15,28.315204866640816,-1.2598441474800377,-0.24318562761249116,-2.151195098112432e-53,1.7763568394002505e-15,-26.38460753824888,-1.9494535224800376,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847085, -0.8577474132459014, -5.779200332898223, -1.4480895779406728, -0.8577474132459019, -0.4924679709958633, -1.9672431922782645, 0.0014608184180133548]","[2.2116042197189674, -2.277785385739265, -7.429471689157624e-16, -0.5145841022680769, 2.2777853857392656, -0.8002822223494696, 0.3671373161253546, -0.0004369972484081293]",5.353554923762247e-06,"{""contraction_bound"": 5.353554923762247e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847085, -0.8577474132459014, -5.779200332898223, -1.4480895779406728, -0.8577474132459019, -0.4924679709958633, -1.9672431922782645, 0.0014608184180133548], ""box_center_imag"": [2.2116042197189674, -2.277785385739265, -7.429471689157624e-16, -0.5145841022680769, 2.2777853857392656, -0.8002822223494696, 0.3671373161253546, -0.0004369972484081293], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
23,0.5433996420760803,0.7487887432117251,True,1e-12,8.954293441007993e-15,35.78037303582816,-1.7218969736515048,-1.0118358680788435,1.451808856970251e-50,1.865174681370263e-14,-26.846660364420345,-2.4115063486515047,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.3392849018470905, -0.8577474132459024, -5.779200332898224, -1.107140388512185, -0.8577474132458996, -0.5545248051634538, -2.110162112073456, 0.016703560045624247]","[2.2116042197189563, -2.277785385739267, 7.552524794754116e-15, -0.9647597269479496, 2.2777853857392687, 0.12320064207393239, -0.5415974842661261, 0.003718931356952826]",1.3754353175979594e-05,"{""contraction_bound"": 1.3754353175979594e-05, ""inflate_iter"": 6, ""box_center_real"": [5.3392849018470905, -0.8577474132459024, -5.779200332898224, -1.107140388512185, -0.8577474132458996, -0.5545248051634538, -2.110162112073456, 0.016703560045624247], ""box_center_imag"": [2.2116042197189563, -2.277785385739267, 7.552524794754116e-15, -0.9647597269479496, 2.2777853857392687, 0.12320064207393239, -0.5415974842661261, 0.003718931356952826], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
24,0.5433996420760803,0.7487887432117251,True,1e-12,1.0909293458218355e-12,32.242483443123675,1.0530184690363833,0.10630922662900044,-3.832778143676523e-51,8.881784197001252e-15,-24.071744921732456,0.36340909403638333,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.33928490184708, -0.8577474132459012, -5.779200332898223, 0.6729823205475867, -0.8577474132459035, 0.08971777116554841, -0.2294710878735882, -0.4099601325096174]","[2.211604219718966, -2.277785385739266, -2.6720064899181723e-15, -4.00768067475747, 2.277785385739263, 0.10288285586061187, 0.5316792313282905, -0.2743827062600463]",7.518980080738938e-06,"{""contraction_bound"": 7.518980080738938e-06, ""inflate_iter"": 6, ""box_center_real"": [5.33928490184708, -0.8577474132459012, -5.779200332898223, 0.6729823205475867, -0.8577474132459035, 0.08971777116554841, -0.2294710878735882, -0.4099601325096174], ""box_center_imag"": [2.211604219718966, -2.277785385739266, -2.6720064899181723e-15, -4.00768067475747, 2.277785385739263, 0.10288285586061187, 0.5316792313282905, -0.2743827062600463], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
25,0.5433996420760803,0.7487887432117251,True,1e-12,7.385902590034035e-13,57.67741258341743,-3.1571534235885923,-0.3929652969234597,-1.7994098546745858e-50,0.25139933352463073,-28.281916814357434,-3.846762798588592,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.3392849018470825, -0.8577474132459015, -5.779200332898224, -2.014302401251741, -0.8577474132459019, -1.0490699053105985, -2.704853523743533, -3.399272077530216e-05]","[2.2116042197189634, -2.2777853857392656, -1.463479992021609e-15, -1.1866330888474952, 2.2777853857392656, -0.08152571277208305, -0.6453110447931127, 2.6985188601567147e-05]",7.831242267734433e-06,"{""contraction_bound"": 7.831242267734433e-06, ""inflate_iter"": 6, ""box_center_real"": [5.3392849018470825, -0.8577474132459015, -5.779200332898224, -2.014302401251741, -0.8577474132459019, -1.0490699053105985, -2.704853523743533, -3.399272077530216e-05], ""box_center_imag"": [2.2116042197189634, -2.2777853857392656, -1.463479992021609e-15, -1.1866330888474952, 2.2777853857392656, -0.08152571277208305, -0.6453110447931127, 2.6985188601567147e-05], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
26,0.5433996420760803,0.7487887432117251,True,1e-12,1.7303303117684262e-14,33.18422141919321,-2.900483109802603,-1.5603264297471657,-4.942447645863295e-53,2.7533531010703882e-14,-28.025246500571445,-3.590092484802603,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847097, -0.8577474132458991, -5.7792003328982275, -1.0252465353916917, -0.8577474132459024, 0.1012239152666092, -2.207833537600749, 0.014883767857042318]","[2.2116042197189705, -2.277785385739266, -3.8259072922529997e-16, 0.3916617220730752, 2.277785385739267, -1.5154069007337416, -0.9859264368029728, -0.028760495805916754]",1.0353725842549006e-05,"{""contraction_bound"": 1.0353725842549006e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847097, -0.8577474132458991, -5.7792003328982275, -1.0252465353916917, -0.8577474132459024, 0.1012239152666092, -2.207833537600749, 0.014883767857042318], ""box_center_imag"": [2.2116042197189705, -2.277785385739266, -3.8259072922529997e-16, 0.3916617220730752, 2.277785385739267, -1.5154069007337416, -0.9859264368029728, -0.028760495805916754], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
27,0.5433996420760803,0.7487887432117251,True,1e-12,5.886318298356783e-14,304.4574565174409,-5.988504601386065,4.287544328175224,1.307126497583064e-47,1.1440421053510734,-31.113267992154906,-6.678113976386065,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847086, -0.857747413245901, -5.7792003328982275, -0.015893831750512746, -0.8577474132459055, 2.3828324911499004, -3.2963218597525645, 0.9985546026044417]","[2.2116042197189665, -2.277785385739266, -3.881559412784263e-15, 0.0803206636834073, 2.277785385739266, -3.640985449603901, 2.067039389180089, 0.7332568950287687]",6.3363315290868236e-06,"{""contraction_bound"": 6.3363315290868236e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847086, -0.857747413245901, -5.7792003328982275, -0.015893831750512746, -0.8577474132459055, 2.3828324911499004, -3.2963218597525645, 0.9985546026044417], ""box_center_imag"": [2.2116042197189665, -2.277785385739266, -3.881559412784263e-15, 0.0803206636834073, 2.277785385739266, -3.640985449603901, 2.067039389180089, 0.7332568950287687], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
28,0.5433996420760803,0.7487887432117251,True,1e-12,4.179219242832202e-15,26.90087327412525,-0.2091318922029115,1.273508450977476e-16,1.5182738284597519e-58,0.0011195778910404464,-25.333895282971753,-0.8987412672029115,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847086, -0.8577474132459024, -5.7792003328982275, -0.5959783199688983, -0.8577474132459024, 0.8967840300231626, -0.5959783199688954, -0.1987056519692047]","[2.2116042197189665, -2.277785385739267, 2.9302240296586747e-24, -0.1557309856607001, 2.277785385739267, 0.3714601077551982, 0.1557309856606999, -4.041110135616479e-16]",5.1571718099989255e-06,"{""contraction_bound"": 5.1571718099989255e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847086, -0.8577474132459024, -5.7792003328982275, -0.5959783199688983, -0.8577474132459024, 0.8967840300231626, -0.5959783199688954, -0.1987056519692047], ""box_center_imag"": [2.2116042197189665, -2.277785385739267, 2.9302240296586747e-24, -0.1557309856607001, 2.277785385739267, 0.3714601077551982, 0.1557309856606999, -4.041110135616479e-16], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
29,0.5433996420760803,0.7487887432117251,True,1e-12,2.3699556209291356e-14,60.16608534364256,-2.144894631986882,-5.692341580991474,1.7029278290512844e-52,5.773159728050814e-15,-27.269658022755724,-2.8345040069868817,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847086, -0.857747413245902, -5.7792003328982275, -2.6172804580111833, -0.8577474132459016, -0.25136531358063485, 1.1870731188538843, 0.1297194731856876]","[2.2116042197189665, -2.277785385739267, 3.3782473895763538e-15, 0.11519988041288257, 2.2777853857392674, 3.8257734859597057, 0.29572508815951776, -0.9190210517571524]",7.93422847845444e-06,"{""contraction_bound"": 7.93422847845444e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847086, -0.857747413245902, -5.7792003328982275, -2.6172804580111833, -0.8577474132459016, -0.25136531358063485, 1.1870731188538843, 0.1297194731856876], ""box_center_imag"": [2.2116042197189665, -2.277785385739267, 3.3782473895763538e-15, 0.11519988041288257, 2.2777853857392674, 3.8257734859597057, 0.29572508815951776, -0.9190210517571524], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
30,0.5433996420760803,0.7487887432117251,True,1e-12,1.1382899616642112e-14,33.09809265728548,-2.1912817444602832,-0.45302823772142853,-4.737611477219429e-53,2.6201263381153694e-14,-27.316045135229125,-2.880891119460283,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847097, -0.8577474132459028, -5.779200332898233, -0.3934785385809737, -0.8577474132459044, 1.2951917736291065, -2.070645904728687, 0.0707791206986488]","[2.2116042197189705, -2.27778538573927, -1.9451549834582695e-15, 0.060221632674686505, 2.2777853857392687, -2.578944345469748, -0.08841446954479207, 0.12519023608478852]",7.066385441683122e-06,"{""contraction_bound"": 7.066385441683122e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847097, -0.8577474132459028, -5.779200332898233, -0.3934785385809737, -0.8577474132459044, 1.2951917736291065, -2.070645904728687, 0.0707791206986488], ""box_center_imag"": [2.2116042197189705, -2.27778538573927, -1.9451549834582695e-15, 0.060221632674686505, 2.2777853857392687, -2.578944345469748, -0.08841446954479207, 0.12519023608478852], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
31,0.5433996420760803,0.7487887432117251,True,1e-12,4.08332063178232e-14,562.9837900932718,-2.1803101072582436,5.318744774174521,2.9836526207209916e-50,0.010971637202039641,-27.305073498027085,-2.8699194822582434,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847084, -0.8577474132459046, -5.779200332898224, -0.05284901813380904, -0.8577474132459024, -0.22757870592318072, -0.7303380455906083, 1.3289928261353414]","[2.211604219718962, -2.2777853857392665, 1.6424430962708906e-15, 0.06181253123648546, 2.277785385739267, -5.628974233271701, -2.933552830152178, 5.8946725463832275]",1.0778054432574963e-05,"{""contraction_bound"": 1.0778054432574963e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847084, -0.8577474132459046, -5.779200332898224, -0.05284901813380904, -0.8577474132459024, -0.22757870592318072, -0.7303380455906083, 1.3289928261353414], ""box_center_imag"": [2.211604219718962, -2.2777853857392665, 1.6424430962708906e-15, 0.06181253123648546, 2.277785385739267, -5.628974233271701, -2.933552830152178, 5.8946725463832275], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
32,0.5433996420760803,0.7487887432117251,True,1e-12,1.8397571365438168e-14,89.43827344619885,-0.1509828803307423,-0.11259112552736367,-3.6380094214908025e-53,0.048053687206910584,-25.27574627109958,-0.8405922553307423,False,False,False,False,False,False,True,NEWTON_RANDOM,"[5.339284901847096, -0.8577474132459052, -5.779200332898233, 1.693584537081083, -0.857747413245902, 1.0258136807224492, -1.303407621724009, -2.0420484907339254]","[2.2116042197189647, -2.2777853857392665, 3.0517304522661855e-15, 0.20063146973530224, 2.277785385739267, 1.8505141311187923, -2.46992752652075, 0.9556346717169599]",1.189159846059068e-05,"{""contraction_bound"": 1.189159846059068e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847096, -0.8577474132459052, -5.779200332898233, 1.693584537081083, -0.857747413245902, 1.0258136807224492, -1.303407621724009, -2.0420484907339254], ""box_center_imag"": [2.2116042197189647, -2.2777853857392665, 3.0517304522661855e-15, 0.20063146973530224, 2.277785385739267, 1.8505141311187923, -2.46992752652075, 0.9556346717169599], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
33,0.5433996420760803,0.7487887432117251,True,1e-12,7.599150179625804e-15,77.03980323588041,-1.7760484325779526,-0.38575478095930826,3.776181065557193e-51,0.05415145892644779,-26.900811823346793,-2.4656578075779527,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847096, -0.8577474132459029, -5.7792003328982355, 1.7024966262077006, -0.8577474132459051, 0.376653813701167, -1.7676748203593062, -0.46670173369061757]","[2.211604219718973, -2.277785385739271, -3.05534296626132e-15, 2.443358343764648, 2.277785385739269, -1.195891680327678, -0.7186389715977767, 1.2179973777574389]",4.3145422353035876e-06,"{""contraction_bound"": 4.3145422353035876e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847096, -0.8577474132459029, -5.7792003328982355, 1.7024966262077006, -0.8577474132459051, 0.376653813701167, -1.7676748203593062, -0.46670173369061757], ""box_center_imag"": [2.211604219718973, -2.277785385739271, -3.05534296626132e-15, 2.443358343764648, 2.277785385739269, -1.195891680327678, -0.7186389715977767, 1.2179973777574389], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
34,0.5433996420760803,0.7487887432117251,True,1e-12,1.724280370493189e-14,87.1482633014473,-3.408552757113223,0.1459261280074191,5.095546161531317e-49,0.08416250030243067,-28.533316147882065,-4.098162132113223,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.33928490184708, -0.8577474132459015, -5.779200332898224, 1.946854765747087, -0.8577474132459031, 0.739938352576113, -1.9979056242923259, -0.7264755640678305]","[2.211604219718962, -2.277785385739266, -1.485753907613048e-15, 2.1093000658385637, 2.2777853857392647, -1.3979732555577584, -0.7073731514939063, 1.025225884301675]",6.634702921314291e-06,"{""contraction_bound"": 6.634702921314291e-06, ""inflate_iter"": 6, ""box_center_real"": [5.33928490184708, -0.8577474132459015, -5.779200332898224, 1.946854765747087, -0.8577474132459031, 0.739938352576113, -1.9979056242923259, -0.7264755640678305], ""box_center_imag"": [2.211604219718962, -2.277785385739266, -1.485753907613048e-15, 2.1093000658385637, 2.2777853857392647, -1.3979732555577584, -0.7073731514939063, 1.025225884301675], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
35,0.5433996420760803,0.7487887432117251,True,1e-12,2.1724088854275808e-14,149.67060371224184,-4.511859281169418,-1.1053946444677134,-7.90679957036752e-47,8.881784197001252e-16,-29.63662267193826,-5.201468656169418,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847086, -0.8577474132459004, -5.7792003328982275, -2.6504358080992154, -0.8577474132459029, -0.006565868135595963, -0.5076592054231758, -0.029456956959841917]","[2.2116042197189665, -2.2777853857392665, -1.2210297923599605e-15, 1.5219994772395655, 2.277785385739266, -0.06996949559373487, 0.4891711320086838, 0.225598914714065]",7.025608964676892e-06,"{""contraction_bound"": 7.025608964676892e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847086, -0.8577474132459004, -5.7792003328982275, -2.6504358080992154, -0.8577474132459029, -0.006565868135595963, -0.5076592054231758, -0.029456956959841917], ""box_center_imag"": [2.2116042197189665, -2.2777853857392665, -1.2210297923599605e-15, 1.5219994772395655, 2.277785385739266, -0.06996949559373487, 0.4891711320086838, 0.225598914714065], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
36,0.5433996420760803,0.7487887432117251,True,1e-12,1.2147686737931033e-14,51.49405638223776,-4.278744160603643,2.090457959457569,3.5720083737701683e-50,0.035182183484399054,-29.403507551372485,-4.968353535603643,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847093, -0.8577474132459009, -5.7792003328982275, -1.57646718217535, -0.8577474132459051, -1.1763814782049749, -1.8843389413399196, -0.011229009525796169]","[2.211604219718971, -2.2777853857392683, -3.3808563745943e-15, 0.04629815097627921, 2.2777853857392683, 0.03999854041402212, -1.1385155186292637, 0.010547098250431305]",8.943750233627264e-06,"{""contraction_bound"": 8.943750233627264e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847093, -0.8577474132459009, -5.7792003328982275, -1.57646718217535, -0.8577474132459051, -1.1763814782049749, -1.8843389413399196, -0.011229009525796169], ""box_center_imag"": [2.211604219718971, -2.2777853857392683, -3.3808563745943e-15, 0.04629815097627921, 2.2777853857392683, 0.03999854041402212, -1.1385155186292637, 0.010547098250431305], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
37,0.5433996420760803,0.7487887432117251,True,1e-12,8.800739667175589e-14,207.28622682506324,-4.234754802616231,-4.53981296744154,-1.37982402678539e-45,0.04398935798741199,-29.35951819338507,-4.924364177616231,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847094, -0.8577474132458991, -5.779200332898233, 0.5748530298175185, -0.8577474132459014, 0.8311149143186061, 0.1113417757771204, -2.6575286098749586]","[2.2116042197189585, -2.277785385739266, 2.996353569987727e-15, 2.6009181843443265, 2.277785385739268, -1.1217609259096617, 0.07906896266546762, -0.00813538978423448]",6.325989705613194e-06,"{""contraction_bound"": 6.325989705613194e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847094, -0.8577474132458991, -5.779200332898233, 0.5748530298175185, -0.8577474132459014, 0.8311149143186061, 0.1113417757771204, -2.6575286098749586], ""box_center_imag"": [2.2116042197189585, -2.277785385739266, 2.996353569987727e-15, 2.6009181843443265, 2.277785385739268, -1.1217609259096617, 0.07906896266546762, -0.00813538978423448], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
38,0.5433996420760803,0.7487887432117251,True,1e-12,1.768149986569019e-14,28.315202523500314,-1.2598441474800395,0.24318562761248963,1.0890440587734e-53,1.7763568394002505e-15,-26.38460753824888,-1.9494535224800393,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847098, -0.8577474132459044, -5.779200332898235, -1.9672431922782647, -0.8577474132459034, -0.9141124280947059, -1.448089577940674, 0.0014608184180133614]","[2.2116042197189705, -2.277785385739273, -2.0050582195115174e-16, -0.36713731612535566, 2.27778538573927, 0.2176575444779951, 0.5145841022680773, 0.00043699724840812567]",7.037029066003284e-06,"{""contraction_bound"": 7.037029066003284e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847098, -0.8577474132459044, -5.779200332898235, -1.9672431922782647, -0.8577474132459034, -0.9141124280947059, -1.448089577940674, 0.0014608184180133614], ""box_center_imag"": [2.2116042197189705, -2.277785385739273, -2.0050582195115174e-16, -0.36713731612535566, 2.27778538573927, 0.2176575444779951, 0.5145841022680773, 0.00043699724840812567], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
39,0.5433996420760803,0.7487887432117251,True,1e-12,2.4608570058402348e-12,279.9867993903634,-4.844462496034992,3.1381828157807137,-1.7489734208647414e-45,0.332603214865574,-29.969225886803834,-5.534071871034992,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.3392849018470825, -0.8577474132459041, -5.779200332898228, -2.0172267950786402, -0.8577474132459025, -4.682004917919246, -1.0863208240948783, 3.7622233424792206]","[2.211604219718963, -2.2777853857392687, -1.5349409358901497e-15, -0.5509295316378839, 2.277785385739267, 1.7863291413078386, 2.2273633100067554, -0.4698355739403589]",7.209577859362118e-06,"{""contraction_bound"": 7.209577859362118e-06, ""inflate_iter"": 6, ""box_center_real"": [5.3392849018470825, -0.8577474132459041, -5.779200332898228, -2.0172267950786402, -0.8577474132459025, -4.682004917919246, -1.0863208240948783, 3.7622233424792206], ""box_center_imag"": [2.211604219718963, -2.2777853857392687, -1.5349409358901497e-15, -0.5509295316378839, 2.277785385739267, 1.7863291413078386, 2.2273633100067554, -0.4698355739403589], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
40,0.5433996420760803,0.7487887432117251,True,1e-12,3.5222076983404e-14,43.84899574927748,0.4092052420451564,-6.108086207009295,-6.772771531140652e-53,0.39238962955026446,-24.715558148723684,-0.28040413295484357,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.3392849018470825, -0.857747413245901, -5.779200332898224, -0.7899919744179148, -0.8577474132459019, -0.16298941438819614, -1.8423120414970384, 1.4223496623624616]","[2.211604219718963, -2.277785385739266, 3.1550865380733354e-16, -0.40305848271607003, 2.2777853857392656, 3.508514033151306, 1.9037268956796438, 0.4264165002344584]",8.037682261434522e-06,"{""contraction_bound"": 8.037682261434522e-06, ""inflate_iter"": 6, ""box_center_real"": [5.3392849018470825, -0.857747413245901, -5.779200332898224, -0.7899919744179148, -0.8577474132459019, -0.16298941438819614, -1.8423120414970384, 1.4223496623624616], ""box_center_imag"": [2.211604219718963, -2.277785385739266, 3.1550865380733354e-16, -0.40305848271607003, 2.2777853857392656, 3.508514033151306, 1.9037268956796438, 0.4264165002344584], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
41,0.5433996420760803,0.7487887432117251,True,1e-12,2.4815888725266834e-13,28.12354422946864,0.01681561249489194,1.2095698959692744,3.82761995012527e-50,0.16779849282563425,-25.10794777827395,-0.672793762505108,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.339284901847083, -0.8577474132459023, -5.7792003328982275, -1.237977758330146, -0.8577474132459019, -0.5811211970523189, -0.9743939720673017, -0.43157292547028686]","[2.2116042197189576, -2.277785385739265, 4.6774844150389394e-17, 0.27284447197710365, 2.2777853857392656, 3.218516021232271, 1.3640185497427615, 0.15130807493372334]",8.061685124929306e-06,"{""contraction_bound"": 8.061685124929306e-06, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847083, -0.8577474132459023, -5.7792003328982275, -1.237977758330146, -0.8577474132459019, -0.5811211970523189, -0.9743939720673017, -0.43157292547028686], ""box_center_imag"": [2.2116042197189576, -2.277785385739265, 4.6774844150389394e-17, 0.27284447197710365, 2.2777853857392656, 3.218516021232271, 1.3640185497427615, 0.15130807493372334], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
42,0.5433996420760803,0.7487887432117251,True,1e-12,1.4372667874528477e-13,33.18421977759573,-2.9004831098025754,1.5603264297471704,1.7491720519467e-52,2.7533531010703882e-14,-28.025246500571416,-3.5900924848025753,False,False,False,False,False,False,False,NEWTON_RANDOM,"[5.3392849018470905, -0.8577474132459006, -5.779200332898233, -2.2078335376007443, -0.8577474132459024, -0.999978378862447, -1.025246535391692, 0.014883767857041564]","[2.2116042197189705, -2.2777853857392687, -2.3494548808710265e-15, 0.9859264368029821, 2.277785385739267, 1.1431306126689915, -0.3916617220730747, 0.028760495805919824]",6.8850398959312294e-06,"{""contraction_bound"": 6.8850398959312294e-06, ""inflate_iter"": 6, ""box_center_real"": [5.3392849018470905, -0.8577474132459006, -5.779200332898233, -2.2078335376007443, -0.8577474132459024, -0.999978378862447, -1.025246535391692, 0.014883767857041564], ""box_center_imag"": [2.2116042197189705, -2.2777853857392687, -2.3494548808710265e-15, 0.9859264368029821, 2.277785385739267, 1.1431306126689915, -0.3916617220730747, 0.028760495805919824], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
