saddle_id,beta,gamma,certified,box_radius,residual,jacobian_cond,re_phi,im_phi,det_hessian_re_phi,nearest_action_gap,re_phi_plus_pref,matches_lambda_abs,matches_lambda_local,matches_lambda_abs_full,is_bm24_seed_saddle,z_real,z_imag,krawczyk_contraction,proof
0,0.5433996420760803,0.7487887432117251,True,1e-12,2.9893669801409084e-14,5.768082902039123,-0.22378984579740013,-0.6692475764781154,1.1878463589712712e-57,nan,-25.34855323656624,False,False,False,False,"[5.3392849018470825, -0.8577474132459023, -5.779200332898224, -0.4330198556449897, -0.8577474132459023, -0.31741342329308997, 1.0319099440636597, 0.3349387473782068]","[2.211604219718963, -2.277785385739265, -7.303961303207713e-16, -0.46800554202614253, 2.277785385739265, -0.0063204996134558515, -3.0799355489173075, -0.15463495228624677]",1.1027507903448807e-05,"{""contraction_bound"": 1.1027507903448807e-05, ""inflate_iter"": 6, ""box_center_real"": [5.3392849018470825, -0.8577474132459023, -5.779200332898224, -0.4330198556449897, -0.8577474132459023, -0.31741342329308997, 1.0319099440636597, 0.3349387473782068], ""box_center_imag"": [2.211604219718963, -2.277785385739265, -7.303961303207713e-16, -0.46800554202614253, 2.277785385739265, -0.0063204996134558515, -3.0799355489173075, -0.15463495228624677], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
1,0.5433996420760803,0.7487887432117251,True,1e-12,3.07706077530412e-14,5.768082605861423,-0.2237898457973984,0.6692475764781132,-5.491106086355452e-58,nan,-25.34855323656624,False,False,False,True,"[5.339284901847084, -0.8577474132459044, -5.7792003328982275, 1.0319099440636608, -0.857747413245904, -0.22891445218734202, -0.4330198556449896, 0.334938747378207]","[2.211604219718962, -2.2777853857392687, -7.030984641075179e-16, 3.079935548917307, 2.2777853857392687, -0.21997591591301885, 0.4680055420261423, 0.15463495228624705]",1.0168033449037924e-05,"{""contraction_bound"": 1.0168033449037924e-05, ""inflate_iter"": 6, ""box_center_real"": [5.339284901847084, -0.8577474132459044, -5.7792003328982275, 1.0319099440636608, -0.857747413245904, -0.22891445218734202, -0.4330198556449896, 0.334938747378207], ""box_center_imag"": [2.211604219718962, -2.2777853857392687, -7.030984641075179e-16, 3.079935548917307, 2.2777853857392687, -0.21997591591301885, 0.4680055420261423, 0.15463495228624705], ""box_radius"": [1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12, 1e-12], ""dps_used"": 50}"
