gamma,competitor_index,classification,re_phi_m,im_phi_m,im_mod_abs,full_conv2_exponent,lambda_exact_interp,abs_gap_to_exact,signed_re_gap_vs_seed,z_distance_from_seed,physically_feasible,impossible_if_physical,strict_exact_match,loose_exact_match,near_real_phase,high_re_bad_match
-0.83,35,algebraic_only_positive_full,2.4854160156380867,5.599382030193925,0.6838032769856603,1.7958066406380868,-0.4756304867728265,2.2714371274109135,2.262437484466214,8.26875506959697,False,True,False,False,False,True
-0.83,36,physical_feasible_but_not_explanatory,-3.8836514695833926,0.0970869289615996,0.09708692896159965,-4.573260844583393,-0.4756304867728265,4.097630357810567,-4.106630000755265,4.291676262500796,True,False,False,False,False,False
-0.83,37,physical_feasible_but_not_explanatory,-1.5543427755885382,-5.245674378202269,1.0375109289773174,-2.2439521505885383,-0.4756304867728265,1.7683216638157118,-1.7773213067604106,3.9166992995785312,True,False,False,False,False,False
-0.83,38,physical_feasible_but_not_explanatory,-4.3447144594116445,3.5998366780656292,2.683348629113957,-5.034323834411644,-0.4756304867728265,4.558693347638818,-4.567692990583517,3.427996337073839,True,False,False,False,False,False
-0.83,39,physical_feasible_but_not_explanatory,-0.7202184412281152,0.9409509428811512,0.9409509428811509,-1.4098278162281153,-0.4756304867728265,0.9341973294552888,-0.9431969723999876,3.648890763371052,True,False,False,False,False,False
-0.83,40,physical_feasible_but_not_explanatory,-1.067625930384348,-0.8681401603871091,0.8681401603871093,-1.7572353053843481,-0.4756304867728265,1.2816048186115216,-1.2906044615562204,3.2104017818120583,True,False,False,False,False,False
-0.83,41,physical_feasible_but_not_explanatory,-1.5604154971256148,5.266687836619596,1.0164974705599903,-2.2500248721256146,-0.4756304867728265,1.7743943853527882,-1.7833940282974872,4.399483260155797,True,False,False,False,False,False
-0.83,42,physical_feasible_but_not_explanatory,-0.7295587358735376,0.8349156327084579,0.8349156327084577,-1.4191681108735374,-0.4756304867728265,0.943537624100711,-0.95253726704541,3.2091591914836517,True,False,False,False,False,False
-0.83,43,algebraic_only_positive_full,2.307356444088743,-1.3237487064134483,1.3237487064134483,1.6177470690887432,-0.4756304867728265,2.0933775558615695,2.084377912916871,4.244200629178106,False,True,False,False,False,True
-0.83,44,physical_feasible_but_not_explanatory,-1.554342775588541,5.245674378202271,1.0375109289773157,-2.243952150588541,-0.4756304867728265,1.7683216638157144,-1.7773213067604134,3.916699299578536,True,False,False,False,False,False
-0.83,45,physical_feasible_but_not_explanatory,-3.2745019868395344,-4.134525648308793,2.148659658870793,-3.9641113618395343,-0.4756304867728265,3.488480875066708,-3.4974805180114066,5.061188739738875,True,False,False,False,False,False
-0.83,46,physical_feasible_but_not_explanatory,-3.5022176037595627,-1.6072553592962877,1.6072553592962877,-4.191826978759563,-0.4756304867728265,3.7161964919867367,-3.7251961349314353,3.455981121363821,True,False,False,False,False,False
-0.83,47,algebraic_only_positive_full,0.7803065588651714,-5.82221272948269,0.4609725776968965,0.09069718386517145,-0.4756304867728265,0.5663276706379979,0.557328027693299,5.152396321633112,False,True,False,False,False,True
-0.83,48,physical_feasible_but_not_explanatory,-3.8590599427009824,-0.07144845106316011,0.07144845106316033,-4.548669317700982,-0.4756304867728265,4.073038830928156,-4.082038473872855,4.224222420218052,True,False,False,False,False,False
-0.83,49,physical_feasible_but_not_explanatory,-1.5287723269664317,-5.318078243535992,0.9651070636435941,-2.2183817019664316,-0.4756304867728265,1.742751215193605,-1.7517508581383041,4.499487467924145,True,False,False,False,False,False
-0.83,50,physical_feasible_but_not_explanatory,-4.104437065659019,-0.056141112027696005,0.05614111202769578,-4.794046440659018,-0.4756304867728265,4.318415953886192,-4.327415596830891,4.540550860672707,True,False,False,False,False,False
-0.83,51,physical_feasible_but_not_explanatory,-4.344714459411646,-3.599836678065628,2.683348629113958,-5.034323834411646,-0.4756304867728265,4.55869334763882,-4.567692990583518,3.427996337073849,True,False,False,False,False,False
-0.83,52,physical_feasible_but_not_explanatory,-3.9971666842957547,-1.139193701321861,1.1391937013218607,-4.686776059295755,-0.4756304867728265,4.211145572522929,-4.220145215467627,2.587694279273018,True,False,False,False,False,False
-0.83,53,physical_feasible_but_not_explanatory,0.03756361501125016,0.4588446769177259,0.4588446769177259,-0.6520457599887498,-0.4756304867728265,0.17641527321592332,-0.18541491616062222,2.7731455930535422,True,False,False,False,False,False
-0.83,54,physical_feasible_but_not_explanatory,-2.895537904322442,0.9495783939491038,0.9495783939491034,-3.5851472793224417,-0.4756304867728265,3.1095167925496154,-3.118516435494314,3.9501619591247668,True,False,False,False,False,False
-0.83,55,physical_feasible_but_not_explanatory,-4.091459131714207,-1.3660465423643957,1.3660465423643957,-4.781068506714207,-0.4756304867728265,4.305438019941381,-4.314437662886079,3.193778006034023,True,False,False,False,False,False
-0.83,56,physical_feasible_but_not_explanatory,-0.1631572898735878,-1.9418904387515699,1.9418904387515699,-0.8527666648735878,-0.4756304867728265,0.3771361781007613,-0.3861358210454602,4.369634333274712,True,False,False,False,False,False
-0.83,57,physical_feasible_but_not_explanatory,-0.9789732077045343,5.371028903378963,0.9121564038006227,-1.6685825827045342,-0.4756304867728265,1.1929520959317077,-1.2019517388764067,3.7345787066527283,True,False,False,False,False,False
-0.83,58,algebraic_only_positive_full,0.712346539827287,3.2596112755926008,3.0235740315869855,0.02273716482728705,-0.4756304867728265,0.49836765160011354,0.48936800865541463,4.829072243551209,False,True,False,False,False,True
-0.83,59,physical_feasible_but_not_explanatory,-3.4827609526437344,-4.015099345419779,2.268085961759807,-4.172370327643734,-0.4756304867728265,3.696739840870908,-3.7057394838156066,4.066616860885409,True,False,False,False,False,False
-0.83,60,physical_feasible_but_not_explanatory,-4.174217004752275,0.2939197154431925,0.2939197154431925,-4.8638263797522745,-0.4756304867728265,4.388195892979448,-4.397195535924147,3.7925769991169727,True,False,False,False,False,False
-0.83,61,physical_feasible_but_not_explanatory,-4.5248501381724555,-3.324259881632511,2.9589254255470756,-5.214459513172455,-0.4756304867728265,4.738829026399629,-4.747828669344328,2.9283358902602483,True,False,False,False,False,False
-0.83,62,physical_feasible_but_not_explanatory,-1.5604154971256141,-5.266687836619598,1.0164974705599885,-2.250024872125614,-0.4756304867728265,1.7743943853527877,-1.7833940282974865,4.399483260155796,True,False,False,False,False,False
-0.83,63,physical_feasible_but_not_explanatory,-4.585196104314729,-2.1173461497049035,2.1173461497049035,-5.274805479314729,-0.4756304867728265,4.799174992541903,-4.808174635486601,4.519476653079928,True,False,False,False,False,False
-0.83,64,physical_feasible_but_not_explanatory,-5.105467004865298,2.336324265796055,2.336324265796055,-5.795076379865298,-0.4756304867728265,5.319445893092472,-5.3284455360371705,3.85311115585618,True,False,False,False,False,False
-0.83,65,algebraic_only_positive_full,2.724547351418338,-5.730405308697383,0.5527799984822028,2.034937976418338,-0.4756304867728265,2.5105684631911647,2.501568820246465,8.957379530658942,False,True,False,False,False,True
-0.83,66,physical_feasible_but_not_explanatory,-1.6840429455208323,-0.6456957738541167,0.6456957738541167,-2.3736523205208324,-0.4756304867728265,1.898021833748006,-1.9070214766927047,7.969533522738119,True,False,False,False,False,False
-0.83,67,physical_feasible_but_not_explanatory,-3.681245992385584,-3.90141107460751,2.3817742325720763,-4.370855367385584,-0.4756304867728265,3.8952248806127576,-3.904224523557456,3.6814954169011584,True,False,False,False,False,False
-0.83,68,physical_feasible_but_not_explanatory,-2.2831508055574545,-1.1272976487432107,1.1272976487432107,-2.9727601805574544,-0.4756304867728265,2.497129693784628,-2.5061293367293267,4.0501966445499695,True,False,False,False,False,False
-0.83,69,physical_feasible_but_not_explanatory,-2.3045364746029744,-5.64869086571572,0.6344944414638665,-2.9941458496029743,-0.4756304867728265,2.518515362830148,-2.5275150057748466,4.091442473888762,True,False,False,False,False,False
-0.83,70,physical_feasible_but_not_explanatory,-3.0311092529487604,4.320488883298874,1.962696423880712,-3.7207186279487603,-0.4756304867728265,3.245088141175934,-3.2540877841206326,6.000461106575793,True,False,False,False,False,False
-0.83,71,physical_feasible_but_not_explanatory,-4.447176322438294,-1.5945734187757588,1.5945734187757588,-5.1367856974382935,-0.4756304867728265,4.661155210665467,-4.670154853610166,3.942374778809793,True,False,False,False,False,False
-0.83,72,physical_feasible_but_not_explanatory,-3.0311092529487613,-4.320488883298875,1.9626964238807112,-3.720718627948761,-0.4756304867728265,3.245088141175935,-3.2540877841206335,6.00046110657578,True,False,False,False,False,False
-0.83,73,physical_feasible_but_not_explanatory,0.1119237964543376,0.918821682284626,0.9188216822846265,-0.5776855785456624,-0.4756304867728265,0.10205509177283589,-0.11105473471753478,4.836122793947871,True,False,False,False,False,False
-0.83,74,physical_feasible_but_not_explanatory,0.11192379645433802,-0.9188216822846269,0.9188216822846269,-0.5776855785456619,-0.4756304867728265,0.10205509177283545,-0.11105473471753437,4.8361227939478715,True,False,False,False,False,False
-0.83,75,physical_feasible_but_not_explanatory,0.4629893164419374,-0.5082551663166637,0.5082551663166637,-0.22662005855806255,-0.4756304867728265,0.24901042821476393,0.24001078527006503,3.5649173459059966,True,False,False,False,False,False
-0.83,76,physical_feasible_but_not_explanatory,-2.3785725032656924,-0.999084832860025,0.9990848328600253,-3.068181878265692,-0.4756304867728265,2.592551391492866,-2.6015510344375645,3.780976314888016,True,False,False,False,False,False
-0.83,77,physical_feasible_but_not_explanatory,-4.400887047921106,1.9638170162647393,1.9638170162647395,-5.090496422921106,-0.4756304867728265,4.61486593614828,-4.623865579092978,4.195341887533474,True,False,False,False,False,False
-0.83,78,physical_feasible_but_not_explanatory,-0.38349574583594315,-6.385822538328174,0.10263723114858792,-1.073105120835943,-0.4756304867728265,0.5974746340631165,-0.6064742770078155,5.0821207104078665,True,False,False,False,False,False
-0.83,79,physical_feasible_but_not_explanatory,-1.3265415961471794,-1.0724108106001549,1.0724108106001546,-2.0161509711471792,-0.4756304867728265,1.5405204843743527,-1.5495201273190518,3.2751189679832002,True,False,False,False,False,False
-0.83,80,physical_feasible_but_not_explanatory,-3.681245992385589,3.9014110746075095,2.381774232572077,-4.370855367385589,-0.4756304867728265,3.895224880612763,-3.9042245235574615,3.6814954169011442,True,False,False,False,False,False
-0.83,81,physical_feasible_but_not_explanatory,-5.09407145020944,1.299095147714697,1.2990951477146968,-5.78368082520944,-0.4756304867728265,5.308050338436614,-5.317049981381312,6.2345977709355775,True,False,False,False,False,False
-0.83,82,physical_feasible_but_not_explanatory,-1.3496294934859723,-0.6333401356882628,0.6333401356882629,-2.039238868485972,-0.4756304867728265,1.5636083817131456,-1.5726080246578447,3.1419130382499163,True,False,False,False,False,False
-0.83,83,physical_feasible_but_not_explanatory,-4.308790927897846,-0.030237938640809814,0.030237938640810036,-4.998400302897846,-0.4756304867728265,4.522769816125019,-4.531769459069718,4.818145688215491,True,False,False,False,True,False
-0.83,84,physical_feasible_but_not_explanatory,-2.797128391855817,-3.4625381987478216,2.820647108431764,-3.486737766855817,-0.4756304867728265,3.0111072800829906,-3.020106923027689,5.5380239454799,True,False,False,False,False,False
-0.83,85,physical_feasible_but_not_explanatory,-3.793022986198908,-0.5544365349011889,0.554436534901189,-4.482632361198908,-0.4756304867728265,4.007001874426082,-4.01600151737078,6.596597087334726,True,False,False,False,False,False
-0.83,86,physical_feasible_but_not_explanatory,0.33784229005118105,-6.677042708888787,0.3938574017092007,-0.3517670849488189,-0.4756304867728265,0.12386340182400757,0.11486375887930866,5.52175318214866,True,False,False,False,False,False
-0.83,87,physical_feasible_but_not_explanatory,-2.6701086965143688,0.0842534802849344,0.0842534802849344,-3.3597180715143686,-0.4756304867728265,2.8840875847415424,-2.893087227686241,3.686924511921638,True,False,False,False,False,False
-0.83,88,physical_feasible_but_not_explanatory,-5.534871162574662,5.595670211510766,0.6875150956688199,-6.224480537574662,-0.4756304867728265,5.748850050801836,-5.757849693746534,4.977758333695456,True,False,False,False,False,False
-0.83,89,physical_feasible_but_not_explanatory,-3.597523714176777,-4.193114856549242,2.0900704506303445,-4.287133089176777,-0.4756304867728265,3.8115026024039507,-3.8205022453486492,4.643768545552483,True,False,False,False,False,False
-0.83,90,physical_feasible_but_not_explanatory,-4.688964570539924,-0.3589192524527349,0.3589192524527349,-5.378573945539924,-0.4756304867728265,4.902943458767098,-4.911943101711796,3.4997978408958974,True,False,False,False,False,False
-0.83,91,physical_feasible_but_not_explanatory,0.611685152768298,3.8630054109727356,2.42017989620685,-0.07792422223170192,-0.4756304867728265,0.39770626454112457,0.38870662159642566,5.0447356197436894,True,False,False,False,False,True
-0.83,92,physical_feasible_but_not_explanatory,0.3921605047005561,-1.799957527063866,1.799957527063866,-0.2974488702994439,-0.4756304867728265,0.1781816164733826,0.1691819735286837,9.097161507480664,True,False,False,False,False,False
-0.83,93,algebraic_only_positive_full,0.7538347029274832,-0.1495017244203123,0.14950172442031207,0.06422532792748326,-0.4756304867728265,0.5398558147003097,0.5308561717556108,7.902907899470021,False,True,False,False,False,True
-0.83,94,physical_feasible_but_not_explanatory,-4.127067729474085,2.6336879674168974,2.633687967416897,-4.816677104474085,-0.4756304867728265,4.3410466177012585,-4.350046260645957,8.172356781956204,True,False,False,False,False,False
-0.83,95,physical_feasible_but_not_explanatory,-3.566414908029455,4.1499117774041,2.1332735297754866,-4.256024283029455,-0.4756304867728265,3.7803937962566287,-3.7893934392013273,4.520202505966763,True,False,False,False,False,False
-0.83,96,physical_feasible_but_not_explanatory,-3.9741446952156187,-2.1472254914108904,2.1472254914108904,-4.663754070215619,-0.4756304867728265,4.188123583442793,-4.197123226387491,4.737137211129401,True,False,False,False,False,False
-0.83,97,physical_feasible_but_not_explanatory,-4.938047157738715,-2.392930653052667,2.392930653052667,-5.6276565327387145,-0.4756304867728265,5.152026045965888,-5.161025688910587,6.503085308791923,True,False,False,False,False,False
-0.83,98,physical_feasible_but_not_explanatory,-1.9142857519486833,4.018790142426932,2.2643951647526546,-2.603895126948683,-0.4756304867728265,2.128264640175857,-2.1372642831205555,4.409346086731786,True,False,False,False,False,False
-0.83,99,physical_feasible_but_not_explanatory,-4.911660517856794,1.8972988998294136,1.8972988998294138,-5.601269892856794,-0.4756304867728265,5.125639406083968,-5.134639049028666,3.4527948387849747,True,False,False,False,False,False
-0.83,100,physical_feasible_but_not_explanatory,-2.670108696514373,-0.08425348028493618,0.08425348028493618,-3.359718071514373,-0.4756304867728265,2.884087584741547,-2.8930872276862454,3.6869245119216503,True,False,False,False,False,False
-0.83,101,physical_feasible_but_not_explanatory,-4.386791766806818,-0.12033977247734229,0.12033977247734207,-5.076401141806818,-0.4756304867728265,4.600770655033991,-4.60977029797869,3.9485102762655333,True,False,False,False,False,False
-0.83,102,algebraic_only_positive_full,0.7958794021492186,-2.7294089035623195,2.7294089035623195,0.10627002714921863,-0.4756304867728265,0.5819005139220451,0.5729008709773462,3.7555389442345297,False,True,False,False,False,True
-0.83,103,physical_feasible_but_not_explanatory,-2.1289714374886044,6.510096075687137,0.2269107685075511,-2.8185808124886043,-0.4756304867728265,2.342950325715778,-2.3519499686604766,7.197301091093188,True,False,False,False,False,False
-0.83,104,physical_feasible_but_not_explanatory,-1.0327798516920672,2.5092895051582436,2.509289505158243,-1.722389226692067,-0.4756304867728265,1.2467587399192406,-1.2557583828639396,4.279365868422409,True,False,False,False,False,False
-0.83,105,physical_feasible_but_not_explanatory,-3.5022176037595627,1.6072553592962833,1.6072553592962837,-4.191826978759563,-0.4756304867728265,3.7161964919867367,-3.7251961349314353,3.4559811213638354,True,False,False,False,False,False
-0.83,106,physical_feasible_but_not_explanatory,0.3378422900511784,6.677042708888785,0.39385740170919803,-0.3517670849488216,-0.4756304867728265,0.1238634018240049,0.114863758879306,5.521753182148641,True,False,False,False,False,False
-0.83,107,physical_feasible_but_not_explanatory,-6.082914645030485,-1.6460180912834392,1.6460180912834392,-6.772524020030485,-0.4756304867728265,6.296893533257658,-6.305893176202357,4.3240111158658925,True,False,False,False,False,False
-0.83,108,physical_feasible_but_not_explanatory,-0.38381547485734513,6.292591231223325,0.009405924043738523,-1.073424849857345,-0.4756304867728265,0.5977943630845186,-0.6067940060292175,3.512057443393221,True,False,False,False,True,False
-0.83,109,physical_feasible_but_not_explanatory,-4.028789163098224,0.8320493780233413,0.8320493780233411,-4.718398538098224,-0.4756304867728265,4.242768051325398,-4.251767694270097,8.010580696141288,True,False,False,False,False,False
-0.83,110,physical_feasible_but_not_explanatory,-2.12338867594516,-1.3743666443836615,1.3743666443836615,-2.81299805094516,-0.4756304867728265,2.3373675641723333,-2.3463672071170327,3.5657090279980346,True,False,False,False,False,False
-0.83,111,physical_feasible_but_not_explanatory,-1.1082015924431612,-0.011443895635903645,0.011443895635903534,-1.7978109674431613,-0.4756304867728265,1.3221804806703348,-1.3311801236150336,6.525996404294843,True,False,False,False,True,False
-0.83,112,physical_feasible_but_not_explanatory,-0.3058791887718444,-3.3487926073636167,2.9343926998159695,-0.9954885637718444,-0.4756304867728265,0.5198580769990179,-0.5288577199437168,4.8403789521086535,True,False,False,False,False,False
-0.83,113,physical_feasible_but_not_explanatory,-4.3869106541793315,-2.296084835917906,2.296084835917906,-5.076520029179331,-0.4756304867728265,4.600889542406505,-4.609889185351204,2.9672420742723893,True,False,False,False,False,False
-0.83,114,physical_feasible_but_not_explanatory,-3.0355974719762897,0.2048047015770158,0.2048047015770158,-3.7252068469762896,-0.4756304867728265,3.249576360203463,-3.2585760031481623,3.2172098871867427,True,False,False,False,False,False
-0.83,115,physical_feasible_but_not_explanatory,-4.582624614473694,-4.729421455924125,1.5537638512554608,-5.272233989473694,-0.4756304867728265,4.796603502700868,-4.805603145645566,3.815400560775547,True,False,False,False,False,False
-0.83,116,physical_feasible_but_not_explanatory,-4.705273731680494,-1.0894957673085903,1.0894957673085903,-5.394883106680494,-0.4756304867728265,4.919252619907668,-4.928252262852366,3.8022485350750537,True,False,False,False,False,False
-0.83,117,physical_feasible_but_not_explanatory,-5.094071450209446,-1.2990951477146961,1.2990951477146961,-5.783680825209446,-0.4756304867728265,5.30805033843662,-5.317049981381318,6.234597770935651,True,False,False,False,False,False
-0.83,118,physical_feasible_but_not_explanatory,-0.3834957458359425,6.385822538328172,0.10263723114858614,-1.0731051208359426,-0.4756304867728265,0.5974746340631161,-0.6064742770078149,5.082120710407876,True,False,False,False,False,False
-0.83,119,physical_feasible_but_not_explanatory,-4.585196104314728,2.1173461497049084,2.1173461497049084,-5.274805479314728,-0.4756304867728265,4.799174992541902,-4.8081746354866,4.519476653079926,True,False,False,False,False,False
-0.83,120,physical_feasible_but_not_explanatory,-2.8344971185814822,0.5547984204441532,0.5547984204441532,-3.524106493581482,-0.4756304867728265,3.048476006808656,-3.0574756497533544,3.987424403782099,True,False,False,False,False,False
-0.83,121,physical_feasible_but_not_explanatory,-7.97259675829193,2.359848163097056,2.3598481630970554,-8.66220613329193,-0.4756304867728265,8.186575646519103,-8.195575289463802,5.011478215794721,True,False,False,False,False,False
-0.83,122,physical_feasible_but_not_explanatory,-2.1289714374886013,-6.510096075687142,0.22691076850755554,-2.818580812488601,-0.4756304867728265,2.3429503257157744,-2.351949968660474,7.197301091093185,True,False,False,False,False,False
-0.83,123,physical_feasible_but_not_explanatory,-2.2831508055574505,1.1272976487432116,1.1272976487432116,-2.9727601805574504,-0.4756304867728265,2.4971296937846237,-2.506129336729323,4.050196644549977,True,False,False,False,False,False
-0.83,124,physical_feasible_but_not_explanatory,0.00811408052322049,0.7454553402360125,0.7454553402360125,-0.6814952944767795,-0.4756304867728265,0.205864807703953,-0.2148644506486519,2.8310040183739873,True,False,False,False,False,False
-0.83,125,physical_feasible_but_not_explanatory,-4.93804715773871,2.392930653052666,2.392930653052666,-5.62765653273871,-0.4756304867728265,5.152026045965884,-5.161025688910582,6.503085308791911,True,False,False,False,False,False
-0.83,126,physical_feasible_but_not_explanatory,-3.997166684295752,1.1391937013218607,1.1391937013218607,-4.686776059295752,-0.4756304867728265,4.211145572522926,-4.220145215467625,2.587694279273024,True,False,False,False,False,False
-0.83,127,algebraic_only_positive_full,1.4507282063043707,-1.2776838366845586,1.2776838366845586,0.7611188313043707,-0.4756304867728265,1.2367493180771971,1.2277496751324983,8.774939163292979,False,True,False,False,False,True
-0.83,128,physical_feasible_but_not_explanatory,-4.028789163098224,-0.8320493780233346,0.8320493780233345,-4.718398538098224,-0.4756304867728265,4.242768051325398,-4.251767694270097,8.010580696141329,True,False,False,False,False,False
-0.83,129,physical_feasible_but_not_explanatory,-5.822248189858828,-3.1888993925161233,3.0942859146634625,-6.511857564858828,-0.4756304867728265,6.036227078086002,-6.0452267210307005,4.321910342092266,True,False,False,False,False,False
-0.83,130,physical_feasible_but_not_explanatory,-5.163356996749034,-1.7303638392855603,1.7303638392855603,-5.852966371749034,-0.4756304867728265,5.377335884976207,-5.386335527920906,8.097302465110372,True,False,False,False,False,False
-0.83,131,physical_feasible_but_not_explanatory,-0.16315728987359046,1.941890438751567,1.9418904387515674,-0.8527666648735904,-0.4756304867728265,0.37713617810076394,-0.38613582104546285,4.369634333274696,True,False,False,False,False,False
-0.83,132,physical_feasible_but_not_explanatory,-2.76820799084289,-0.23140908714376662,0.23140908714376662,-3.4578173658428897,-0.4756304867728265,2.9821868790700634,-2.991186522014762,8.468570498470305,True,False,False,False,False,False
-0.83,133,physical_feasible_but_not_explanatory,-2.768207990842892,0.23140908714376307,0.23140908714376307,-3.457817365842892,-0.4756304867728265,2.982186879070065,-2.9911865220147646,8.468570498470205,True,False,False,False,False,False
-0.83,134,physical_feasible_but_not_explanatory,0.005898787789018645,5.78732731194024,0.49585799523934604,-0.6837105872109813,-0.4756304867728265,0.20808010043815484,-0.21707974338285374,4.400022641319955,True,False,False,False,False,False
-0.83,135,physical_feasible_but_not_explanatory,-0.9789732077045357,-5.3710289033789635,0.9121564038006227,-1.6685825827045355,-0.4756304867728265,1.192952095931709,-1.201951738876408,3.734578706652722,True,False,False,False,False,False
-0.83,136,physical_feasible_but_not_explanatory,-3.508712018576969,0.350890493285025,0.350890493285025,-4.198321393576969,-0.4756304867728265,3.722690906804143,-3.7316905497488415,3.414822000142546,True,False,False,False,False,False
-0.83,137,physical_feasible_but_not_explanatory,-5.396106397683526,0.8499835345834459,0.8499835345834459,-6.085715772683526,-0.4756304867728265,5.610085285910699,-5.619084928855398,3.9637370672655097,True,False,False,False,False,False
-0.83,138,physical_feasible_but_not_explanatory,-4.319376552816538,2.1496017537073997,2.1496017537073993,-5.008985927816538,-0.4756304867728265,4.533355441043712,-4.542355083988411,4.732665350057694,True,False,False,False,False,False
-0.83,139,physical_feasible_but_not_explanatory,-3.79302298619891,0.5544365349011825,0.5544365349011824,-4.4826323611989105,-0.4756304867728265,4.007001874426084,-4.016001517370783,6.596597087334736,True,False,False,False,False,False
-0.83,140,physical_feasible_but_not_explanatory,-2.5657105959086146,-1.0200959511881433,1.0200959511881433,-3.2553199709086145,-0.4756304867728265,2.7796894841357878,-2.788689127080487,4.483806439816883,True,False,False,False,False,False
-0.83,141,physical_feasible_but_not_explanatory,-4.174217004752269,-0.2939197154431865,0.2939197154431863,-4.863826379752269,-0.4756304867728265,4.388195892979443,-4.3971955359241415,3.7925769991169704,True,False,False,False,False,False
-0.83,142,algebraic_only_positive_full,2.500298559512209,-1.5619596171508274,1.5619596171508274,1.810689184512209,-0.4756304867728265,2.2863196712850353,2.2773200283403368,4.608304669927478,False,True,False,False,False,True
-0.83,143,physical_feasible_but_not_explanatory,-1.5287723269664293,5.318078243535994,0.9651070636435932,-2.2183817019664294,-0.4756304867728265,1.7427512151936029,-1.7517508581383017,4.499487467924133,True,False,False,False,False,False
-0.83,144,physical_feasible_but_not_explanatory,-0.6680463611054877,1.2052520192106622,1.2052520192106622,-1.3576557361054875,-0.4756304867728265,0.882025249332661,-0.89102489227736,4.945212998965269,True,False,False,False,False,False
-1.0,0,physical_feasible_but_not_explanatory,-0.0596847830082714,-6.365806171675942,0.08262086449635575,-0.7492941580082714,-0.48162216837042415,0.2676719896378472,-0.27581942247108765,4.429087688435918,True,False,False,False,False,False
-1.0,1,physical_feasible_but_not_explanatory,-2.33422191251793,-5.522833415724019,0.7603518914555671,-3.02383128751793,-0.48162216837042415,2.542209119147506,-2.5503565519807463,4.171083221650941,True,False,False,False,False,False
-1.0,2,physical_feasible_but_not_explanatory,-0.19547492314627712,-0.11401171733558824,0.11401171733558835,-0.8850842981462771,-0.48162216837042415,0.40346212977585294,-0.41160956260909337,2.2181732130464886,True,False,False,False,False,False
-1.0,3,physical_feasible_but_not_explanatory,0.005299938191831055,0.436745157184847,0.4367451571848471,-0.6843094368081689,-0.48162216837042415,0.20268726843774476,-0.2108347012709852,2.7384251533248873,True,False,False,False,False,False
-1.0,4,physical_feasible_but_not_explanatory,-0.5986060578491781,0.1131972188097389,0.11319721880973876,-1.288215432849178,-0.48162216837042415,0.8065932644787538,-0.8147406973119944,2.344094681430569,True,False,False,False,False,False
-1.0,5,physical_feasible_but_not_explanatory,0.005299938191831721,-0.43674515718484597,0.43674515718484574,-0.6843094368081682,-0.48162216837042415,0.2026872684377441,-0.21083470127098453,2.738425153324893,True,False,False,False,False,False
-1.0,6,physical_feasible_but_not_explanatory,-1.5961270571276294,0.8885527300362495,0.888552730036249,-2.2857364321276292,-0.48162216837042415,1.8041142637572052,-1.8122616965904457,3.7387788677921954,True,False,False,False,False,False
-1.0,7,physical_feasible_but_not_explanatory,-1.6230452848340629,5.186983308252825,1.0962019989267624,-2.3126546598340627,-0.48162216837042415,1.8310324914636387,-1.8391799242968792,4.543557895142636,True,False,False,False,False,False
-1.0,8,physical_feasible_but_not_explanatory,-1.604797464445562,-5.17127173163309,1.1119135755464962,-2.294406839445562,-0.48162216837042415,1.8127846710751379,-1.8209321039083783,3.979950411564102,True,False,False,False,False,False
-1.0,9,physical_feasible_but_not_explanatory,-0.5986060578491772,-0.11319721880973727,0.11319721880973743,-1.288215432849177,-0.48162216837042415,0.8065932644787529,-0.8147406973119935,2.344094681430583,True,False,False,False,False,False
-1.0,10,physical_feasible_but_not_explanatory,0.0008716227749717143,0.35628674747654154,0.35628674747654143,-0.6887377522250282,-0.48162216837042415,0.20711558385460405,-0.21526301668784453,3.3810521222627172,True,False,False,False,False,False
-1.0,11,physical_feasible_but_not_explanatory,-1.5961270571276316,-0.8885527300362477,0.8885527300362477,-2.2857364321276314,-0.48162216837042415,1.8041142637572074,-1.812261696590448,3.7387788677921963,True,False,False,False,False,False
-1.0,12,physical_feasible_but_not_explanatory,-1.2652166233014412,5.124900185627531,1.1582851215520549,-1.954825998301441,-0.48162216837042415,1.473203829931017,-1.4813512627642575,4.88401823115695,True,False,False,False,False,False
-1.0,13,physical_feasible_but_not_explanatory,-0.39063526824798467,6.209159160265844,0.07402614691374154,-1.0802446432479846,-0.48162216837042415,0.5986224748775605,-0.6067699077108009,3.155178504092415,True,False,False,False,False,False
-1.0,14,physical_feasible_but_not_explanatory,-1.8210567273607485,-2.2272177338864796,2.2272177338864796,-2.5106661023607484,-0.48162216837042415,2.0290439339903243,-2.037191366823565,2.984803820652747,True,False,False,False,False,False
-1.0,15,physical_feasible_but_not_explanatory,-4.47766333486401,3.3152166174290847,2.967968689750501,-5.16727270986401,-0.48162216837042415,4.685650541493586,-4.693797974326826,2.9056610043767446,True,False,False,False,False,False
-1.0,16,physical_feasible_but_not_explanatory,-0.05968478300827018,6.365806171675943,0.08262086449635575,-0.7492941580082702,-0.48162216837042415,0.267671989637846,-0.27581942247108643,4.4290876884359935,True,False,False,False,False,False
-1.0,17,physical_feasible_but_not_explanatory,-0.19547492314627846,0.11401171733558979,0.11401171733558968,-0.8850842981462784,-0.48162216837042415,0.4034621297758543,-0.4116095626090947,2.2181732130464584,True,False,False,False,False,False
