gamma,re_phi_m,full_conv2_exponent,lambda_exact_interp,abs_gap_to_exact,seed_full_interp,seed_abs_gap_to_exact,delta_re_vs_seed,re43_minus_re46,im43_plus_im46,mean_im_mod_abs,physically_feasible
-3.6550000000000002,-6.192492229386073e-07,-0.689609994249223,-0.6898877798103279,0.00027778556110491515,-1.6345480211069068,0.9446602412965789,0.944938026857684,-1.4943513783620584e-07,2.5812453570931437e-15,1.1102230246251565e-15,True
-3.675,-3.3577456244528615e-07,-0.6896097107745626,-0.6898746835532732,0.00026497277871062597,-1.646019390759442,0.9561447072061688,0.9564096799848797,-1.341880897093306e-07,-2.0347279909080193e-15,1.1102230246251565e-15,True
-3.705,3.514980153235302e-08,-0.6896093398501986,-0.6898560753262836,0.0002467354760850027,-1.6631614553066703,0.9733053799803867,0.9735521154564719,1.1346358279892919e-07,-4.3470427164599473e-16,2.220446049250313e-16,True
-3.725,2.494681860805252e-07,-0.689609125531814,-0.6898443269465905,0.00023520141477650913,-1.6745440380161196,0.9846997110695291,0.9849349124843058,-1.009830473532123e-07,-4.911258042359177e-16,1.1102230246251565e-15,True
-3.745,4.3982790425635453e-07,-0.6896089351720959,-0.6898330784336585,0.00022414326156261488,-1.685888554555302,0.9960554761216435,0.9962796193832064,-8.949711983172789e-08,-2.685935275077666e-15,2.6645352591003757e-15,True
-3.7649999999999997,6.081565420534949e-07,-0.6896087668434581,-0.6898223086017132,0.00021354175825516464,-1.6971935573635417,1.0073712487618285,1.0075847905200839,-7.89444103101904e-08,-9.45714125517902e-16,8.881784197001252e-16,True
-3.785,7.562609222613946e-07,-0.6896086187390779,-0.6898119970879104,0.00020337834883255024,-1.7084576058447278,1.0186456087568174,1.0188489871056503,-6.926558066548032e-08,-1.259784951772397e-15,6.661338147750939e-16,True
-3.8049999999999997,8.858314216199218e-07,-0.6896084891685784,-0.6898021243358553,0.00019363516727688435,-1.719679266404972,1.0298771420691168,1.0300707772363937,-6.040354835973663e-08,-2.369905736930624e-16,4.440892098500626e-16,True
-3.835,1.0488599418436665e-06,-0.6896083261400582,-0.6897880970412932,0.00017977090123499906,-1.736429161249738,1.046641064208445,1.04682083510968,4.852301363608615e-08,8.262066052201485e-16,8.881784197001252e-16,True
-3.855,1.1387695075840653e-06,-0.6896082362304925,-0.6897792407580782,0.00017100452758567197,-1.747538626361409,1.057759385603331,1.0579303901309167,-4.146904164791009e-08,-1.883748143386357e-15,8.881784197001252e-16,True
-3.895,1.2794173840580602e-06,-0.689608095582616,-0.6897626411877691,0.00015454560515304472,-1.7696141058140085,1.0798514646262394,1.0800060102313926,-2.9223812414262695e-08,8.713373764098382e-16,8.881784197001252e-16,True
-3.935,1.3755691616120663e-06,-0.6896079994308385,-0.6897474212389149,0.0001394218080763565,-1.7914890103293097,1.1017415890903948,1.1018810108984716,-1.9168219243088057e-08,-2.6796003609565013e-15,1.3322676295501878e-15,True
-3.955,1.4095418454408704e-06,-0.6896079654581546,-0.6897402919915456,0.00013232653339101397,-1.8023477842017819,1.1126074922102362,1.1127398187436275,1.4860535469925565e-08,2.0500615583575503e-15,1.1102230246251565e-15,True
-3.9850000000000003,1.4454245615533508e-06,-0.6896079295754385,-0.6897301607185939,0.00012223114315546013,-1.8185337352243467,1.1288035745057527,1.1289258056489084,9.196321398027927e-09,3.4077030413900644e-15,1.7763568394002505e-15,True
