beta,Gamma,gamma,gamma_AS,region,lambda_abs_100,seed_re_phi,comp_re_phi,phi_pref_conv2,seed_full_exponent,comp_full_exponent,seed_error_full_minus_lambda,comp_error_full_minus_lambda,seed_residual_inf,comp_residual_inf,comp_certified
0.65,1.0,-1.0,1.876953125,inside_abs_gamma_lt_gamma_AS,-0.46866102925366365,0.22325250798132656,0.1095360295345893,-0.689609375,-0.4663568670186734,-0.5800733454654107,0.002304162234990248,-0.11141231621174702,2.288783399261119e-15,7.105427357601002e-15,True
0.65,1.3,-1.3,1.876953125,inside_abs_gamma_lt_gamma_AS,-0.5067235892770566,0.18486473613973559,0.10006423083027915,-0.689609375,-0.5047446388602643,-0.5895451441697208,0.001978950416792302,-0.08282155489266418,3.794299872214038e-15,7.993605777301127e-15,True
0.65,1.5,-1.5,1.876953125,inside_abs_gamma_lt_gamma_AS,-0.5510126748285815,0.1401338782144954,0.0818595449816073,-0.689609375,-0.5494754967855046,-0.6077498300183927,0.0015371780430769588,-0.05673715518981115,1.5619066391420388e-14,8.881784197001252e-15,True
0.65,1.6,-1.6,1.876953125,inside_abs_gamma_lt_gamma_AS,-0.5778606064490264,0.11283099207996572,0.06932745352145164,-0.689609375,-0.5767783829200342,-0.6202819214785483,0.0010822235289921212,-0.042421315029521955,7.160723346098895e-15,5.329070518200751e-15,True
0.65,1.7,-1.7,1.876953125,inside_abs_gamma_lt_gamma_AS,-0.6071173319646084,0.08263652599381954,0.05457294879227459,-0.689609375,-0.6069728490061804,-0.6350364262077254,0.00014448295842794945,-0.027919094243117004,1.130957117713137e-14,1.4210854715202004e-14,True
0.65,1.75,-1.75,1.876953125,inside_abs_gamma_lt_gamma_AS,-0.6222515640304715,0.06657401333985824,0.04636635193289118,-0.689609375,-0.6230353616601417,-0.6432430230671088,-0.0007837976296701799,-0.02099145903663724,9.739636741317752e-15,9.325873406851315e-15,True
0.65,1.8,-1.8,1.876953125,inside_abs_gamma_lt_gamma_AS,-0.6371942601471375,0.04995657763789518,0.03759719049748411,-0.689609375,-0.6396527973621048,-0.6520121845025159,-0.002458537214967249,-0.01481792435537832,7.49133218029267e-15,7.993605777301127e-15,True
0.65,1.825,-1.825,1.876953125,inside_abs_gamma_lt_gamma_AS,-0.6443323729236861,0.04147143140298937,0.03299407224617523,-0.689609375,-0.6481379435970106,-0.6566153027538247,-0.003805570673324543,-0.012282929830138678,1.3319271176405532e-13,5.329070518200751e-15,True
0.65,1.85,-1.85,1.876953125,inside_abs_gamma_lt_gamma_AS,-0.6510331977115581,0.03289544336121608,0.02823633112259083,-0.689609375,-0.6567139316387839,-0.6613730438774091,-0.0056807339272257895,-0.010339846165851041,3.166212224461749e-13,3.1086244689504383e-15,True
0.65,1.875,-1.875,1.876953125,inside_abs_gamma_lt_gamma_AS,-0.6571043703956445,0.024265127362755656,0.02392417622931986,-0.689609375,-0.6653442476372443,-0.6656851987706801,-0.008239877241599802,-0.008580828375035598,1.1382899616642112e-14,4.440892098500626e-15,True
0.65,1.9,-1.9,1.876953125,outside_abs_gamma_gt_gamma_AS,-0.6623803169564391,0.01566949838855658,0.020778110832282426,-0.689609375,-0.6739398766114434,-0.6688312641677175,-0.011559559655004326,-0.006450947211278479,1.3359632472723712e-14,0.0,True
0.65,1.95,-1.95,1.876953125,outside_abs_gamma_gt_gamma_AS,-0.6703504310126682,-0.001441558046796132,0.016020331455985803,-0.689609375,-0.6910509330467961,-0.6735890435440142,-0.020700502034127877,-0.0032386125313459413,5.773159728050814e-15,4.440892098500626e-15,True
0.65,2.0,-2.0,1.876953125,outside_abs_gamma_gt_gamma_AS,-0.6755096297129122,-0.019859130465632813,0.012517598306252875,-0.689609375,-0.7094685054656328,-0.6770917766937471,-0.03395887575272061,-0.0015821469808349198,5.478171638890975e-15,3.9968028886505635e-15,True
0.65,2.05,-2.05,1.876953125,outside_abs_gamma_gt_gamma_AS,-0.6789621391939313,-0.039395694627431865,0.009845992697303074,-0.689609375,-0.7290050696274318,-0.679763382302697,-0.0500429304335005,-0.0008012431087656147,5.420799638382024e-15,1.0033086519673305e-14,True
0.65,2.1,-2.1,1.876953125,outside_abs_gamma_gt_gamma_AS,-0.6814329135173893,-0.059906757228841645,0.09162377812979106,-0.689609375,-0.7495161322288416,-0.5979855968702089,-0.06808321871145229,0.08344731664718041,6.358389842764978e-15,1.1546319456101628e-14,True
